Country,City,Dish Name,Dish Details,Type,Avg Price (USD),Best For
Turkey,Gaziantep,Fistik Ezmesi,Pistachio paste spread,Dessert,2,Snack
Turkey,Istanbul,Menemen,"Scrambled eggs with tomatoes, peppers, and spices",Breakfast Dish,3,Breakfast
Turkey,Istanbul,Kumpir,"Baked potato stuffed with various toppings like cheese, olives, and sausage",Street Food,4,Dinner
Turkey,Istanbul,Meze Platter,"Assorted small dishes like hummus, cacik, and stuffed grape leaves",Appetizer,6,Dinner
Turkey,Istanbul,Balık Ekmek,"Grilled fish sandwich served in bread with onions and lemon, popular at Eminönü",Street Food,5,Lunch
Turkey,Istanbul,Doner Kebab,"Thinly sliced lamb or chicken cooked on a vertical rotisserie, served in bread with vegetables",Main Dish,5,Lunch
Turkey,Istanbul,Balik Ekmek,"Grilled mackerel sandwich with onions, lettuce, and lemon",Street Food,4,Lunch
Turkey,Istanbul,Lahmacun,"Thin flatbread topped with spiced minced meat, tomatoes, and onions",Street Food,2,Lunch
Turkey,Istanbul,Simit,"Sesame-crusted bread ring, crunchy and chewy",Street Food,1,Snack
Turkey,Istanbul,Baklava,"Layered filo pastry with pistachios or walnuts, soaked in syrup",Dessert,3,Snack
Turkey,Istanbul,Midye Dolma,"Mussels stuffed with spiced rice, pine nuts, and currants",Street Food,2,Snack
Turkey,Izmir,Boyoz,"Flaky pastry bun, often served with boiled eggs",Breakfast Dish,2,Breakfast
Turkey,Izmir,Izmir Kofte,Oven-baked meatballs with potatoes and tomato sauce,Main Dish,6,Dinner
Turkey,Izmir,Zeytinyagli Yaprak Sarma,Grape leaves stuffed with rice and vegetables,Appetizer,3,Dinner
Turkey,Izmir,Kumru,"Sandwich with grilled sausage, cheese, and tomatoes",Street Food,3,Lunch
Turkey,Izmir,Sis Kofte,Skewered meatballs grilled with spices,Main Dish,5,Lunch
Turkey,Izmir,Kumru,"Toasted sandwich with sausage, cheese, and tomatoes, an Izmir street food classic",Street Food,4,Snack
Turkey,Izmir,Lokma,Fried dough balls soaked in syrup,Dessert,2,Snack
Turkey,Izmir,Midye Tava,Fried mussels served with garlic yogurt sauce,Street Food,4,Snack
Turkey,Izmir,Sutlac,Creamy rice pudding with a burnt top,Dessert,2,Snack
Turkey,Izmir,Cezerye,Carrot and nut candy coated with coconut,Dessert,1,Snack
Turkey,Trabzon,Kuymak,"Melted cheese mixed with cornmeal and butter, a rich Black Sea dish",Appetizer,6,Breakfast
Turkey,Trabzon,Kuymak,Melted cheese with cornmeal and butter,Breakfast Dish,4,Breakfast
Turkey,Trabzon,Mısır Ekmeği,"Cornbread, often served with stews",Breakfast Dish,2,Breakfast
Turkey,Trabzon,Kaygana,Cornmeal pancake with herbs or cheese,Breakfast Dish,3,Breakfast
Turkey,Trabzon,Lahana Sarma,Cabbage rolls stuffed with rice and meat,Main Dish,4,Dinner
Turkey,Trabzon,Hamsi Pilavi,Rice pilaf with anchovies,Main Dish,6,Dinner
Turkey,Trabzon,Hamsi Tava,Fried Black Sea anchovies,Main Dish,5,Lunch
Turkey,Trabzon,Pide,"Flatbread with cheese, meat, or egg toppings",Main Dish,4,Lunch
Turkey,Trabzon,Fasulye Tursusu,Pickled green beans,Appetizer,2,Lunch
Turkey,Trabzon,Pestil,Fruit leather made from mulberries or grapes,Dessert,1,Snack
UAE,Abu Dhabi,Balaleet,Sweet noodles with cardamom and eggs,Breakfast Dish,3,Breakfast
UAE,Abu Dhabi,Balaleet,Sweet noodles with cardamom and eggs,Breakfast Dish,3,Breakfast
UAE,Abu Dhabi,Khuzi,National dish of roasted lamb with spiced rice,Main Dish,10,Dinner
UAE,Abu Dhabi,Machboos,"Rice with fish or chicken, spiced with baharat",Main Dish,8,Dinner
UAE,Abu Dhabi,Margooga,Bread and meat stew with spices,Main Dish,6,Dinner
UAE,Abu Dhabi,Madrouba,Spiced rice porridge with chicken,Main Dish,6,Dinner
UAE,Abu Dhabi,Khuzi,National dish of roasted lamb with spiced rice,Main Dish,10,Dinner
UAE,Abu Dhabi,Machboos,"Rice with fish or chicken, spiced with baharat",Main Dish,8,Dinner
UAE,Abu Dhabi,Margooga,Bread and meat stew with spices,Main Dish,6,Dinner
UAE,Abu Dhabi,Madrouba,Spiced rice porridge with chicken,Main Dish,6,Dinner
UAE,Abu Dhabi,Harees,Wheat and lamb porridge,Main Dish,5,Lunch
UAE,Abu Dhabi,Harees,Wheat and lamb porridge,Main Dish,5,Lunch
UAE,Abu Dhabi,Luqaimat,Sweet fried dumplings with honey,Dessert,2,Snack
UAE,Abu Dhabi,Samboosa,Fried pastries with meat or cheese,Appetizer,2,Snack
UAE,Abu Dhabi,Gahwa,Arabic coffee with cardamom,Dessert,1,Snack
UAE,Abu Dhabi,Luqaimat,Sweet fried dumplings with honey,Dessert,2,Snack
UAE,Abu Dhabi,Samboosa,Fried pastries with meat or cheese,Appetizer,2,Snack
UAE,Abu Dhabi,Gahwa,Arabic coffee with cardamom,Dessert,1,Snack
UAE,Ajman,Balaleet,Sweet noodles with eggs,Breakfast Dish,3,Breakfast
UAE,Ajman,Balaleet,Sweet noodles with eggs,Breakfast Dish,3,Breakfast
UAE,Ajman,Machboos,Rice with chicken and loomi,Main Dish,8,Dinner
UAE,Ajman,Saloona,Fish stew with vegetables,Main Dish,6,Dinner
UAE,Ajman,Machboos,Rice with chicken and loomi,Main Dish,8,Dinner
UAE,Ajman,Saloona,Fish stew with vegetables,Main Dish,6,Dinner
UAE,Ajman,Harees,Wheat and lamb porridge,Main Dish,5,Lunch
UAE,Ajman,Thareed,Bread in lamb broth with spices,Main Dish,6,Lunch
UAE,Ajman,Harees,Wheat and lamb porridge,Main Dish,5,Lunch
UAE,Ajman,Thareed,Bread in lamb broth with spices,Main Dish,6,Lunch
UAE,Ajman,Luqaimat,Sweet fried dough balls,Dessert,2,Snack
UAE,Ajman,Samboosa,Pastries with spiced filling,Appetizer,2,Snack
UAE,Ajman,Regag,Thin bread with honey,Street Food,2,Snack
UAE,Ajman,Gahwa,Spiced Arabic coffee,Dessert,1,Snack
UAE,Ajman,Luqaimat,Sweet fried dough balls,Dessert,2,Snack
UAE,Ajman,Samboosa,Pastries with spiced filling,Appetizer,2,Snack
UAE,Ajman,Regag,Thin bread with honey,Street Food,2,Snack
UAE,Ajman,Gahwa,Spiced Arabic coffee,Dessert,1,Snack
UAE,Dubai,Balaleet,"Sweet vermicelli with saffron, topped with omelette",Breakfast Dish,3,Breakfast
UAE,Dubai,Chebab,Spiced pancakes with date syrup,Breakfast Dish,2,Breakfast
UAE,Dubai,Balaleet,"Sweet vermicelli with saffron, topped with omelette",Breakfast Dish,3,Breakfast
UAE,Dubai,Chebab,Spiced pancakes with date syrup,Breakfast Dish,2,Breakfast
UAE,Dubai,Machboos,"Spiced rice with chicken or lamb, flavored with loomi and saffron",Main Dish,8,Dinner
UAE,Dubai,Khuzi,Roasted lamb on spiced rice with nuts and raisins,Main Dish,10,Dinner
UAE,Dubai,Saloona,Vegetable and meat stew with turmeric,Main Dish,6,Dinner
UAE,Dubai,Machboos,"Spiced rice with chicken or lamb, flavored with loomi and saffron",Main Dish,8,Dinner
UAE,Dubai,Khuzi,Roasted lamb on spiced rice with nuts and raisins,Main Dish,10,Dinner
UAE,Dubai,Saloona,Vegetable and meat stew with turmeric,Main Dish,6,Dinner
UAE,Dubai,Harees,"Wheat porridge with meat, slow-cooked with ghee",Main Dish,5,Lunch
UAE,Dubai,Thareed,Bread soaked in lamb or chicken broth with vegetables,Main Dish,6,Lunch
UAE,Dubai,Harees,"Wheat porridge with meat, slow-cooked with ghee",Main Dish,5,Lunch
UAE,Dubai,Thareed,Bread soaked in lamb or chicken broth with vegetables,Main Dish,6,Lunch
UAE,Dubai,Luqaimat,Fried dough balls drizzled with date syrup,Dessert,2,Snack
UAE,Dubai,Regag,Thin crepe-like bread with egg or honey,Street Food,2,Snack
UAE,Dubai,Luqaimat,Fried dough balls drizzled with date syrup,Dessert,2,Snack
UAE,Dubai,Regag,Thin crepe-like bread with egg or honey,Street Food,2,Snack
UAE,Ras Al Khaimah,Chebab,Spiced pancakes with date syrup,Breakfast Dish,2,Breakfast
UAE,Ras Al Khaimah,Chebab,Spiced pancakes with date syrup,Breakfast Dish,2,Breakfast
UAE,Ras Al Khaimah,Khuzi,Roasted lamb with spiced rice and nuts,Main Dish,10,Dinner
UAE,Ras Al Khaimah,Machboos,Rice with fish or lamb,Main Dish,8,Dinner
UAE,Ras Al Khaimah,Margooga,Bread and meat stew,Main Dish,6,Dinner
UAE,Ras Al Khaimah,Madrouba,Rice porridge with spices,Main Dish,6,Dinner
UAE,Ras Al Khaimah,Khuzi,Roasted lamb with spiced rice and nuts,Main Dish,10,Dinner
UAE,Ras Al Khaimah,Machboos,Rice with fish or lamb,Main Dish,8,Dinner
UAE,Ras Al Khaimah,Margooga,Bread and meat stew,Main Dish,6,Dinner
UAE,Ras Al Khaimah,Madrouba,Rice porridge with spices,Main Dish,6,Dinner
UAE,Ras Al Khaimah,Harees,Wheat porridge with chicken,Main Dish,5,Lunch
UAE,Ras Al Khaimah,Thareed,Bread in vegetable and meat broth,Main Dish,6,Lunch
UAE,Ras Al Khaimah,Harees,Wheat porridge with chicken,Main Dish,5,Lunch
UAE,Ras Al Khaimah,Thareed,Bread in vegetable and meat broth,Main Dish,6,Lunch
UAE,Ras Al Khaimah,Luqaimat,Fried dough with honey,Dessert,2,Snack
UAE,Ras Al Khaimah,Kunafa,Sweet cheese pastry,Dessert,3,Snack
UAE,Ras Al Khaimah,Luqaimat,Fried dough with honey,Dessert,2,Snack
UAE,Ras Al Khaimah,Kunafa,Sweet cheese pastry,Dessert,3,Snack
UAE,Sharjah,Chebab,Pancakes with saffron and date syrup,Breakfast Dish,2,Breakfast
UAE,Sharjah,Balaleet,Sweet vermicelli with rose water,Breakfast Dish,3,Breakfast
UAE,Sharjah,Chebab,Pancakes with saffron and date syrup,Breakfast Dish,2,Breakfast
UAE,Sharjah,Balaleet,Sweet vermicelli with rose water,Breakfast Dish,3,Breakfast
UAE,Sharjah,Machboos,Spiced rice with lamb or fish,Main Dish,8,Dinner
UAE,Sharjah,Saloona,Chicken stew with vegetables,Main Dish,6,Dinner
UAE,Sharjah,Machboos,Spiced rice with lamb or fish,Main Dish,8,Dinner
UAE,Sharjah,Saloona,Chicken stew with vegetables,Main Dish,6,Dinner
UAE,Sharjah,Harees,Wheat porridge with meat and ghee,Main Dish,5,Lunch
UAE,Sharjah,Thareed,Bread in spiced meat broth,Main Dish,6,Lunch
UAE,Sharjah,Harees,Wheat porridge with meat and ghee,Main Dish,5,Lunch
UAE,Sharjah,Thareed,Bread in spiced meat broth,Main Dish,6,Lunch
UAE,Sharjah,Luqaimat,Fried dough with date syrup,Dessert,2,Snack
UAE,Sharjah,Regag,Thin bread with cheese or egg,Street Food,2,Snack
UAE,Sharjah,Kunafa,Cheese pastry with syrup,Dessert,3,Snack
UAE,Sharjah,Luqaimat,Fried dough with date syrup,Dessert,2,Snack
UAE,Sharjah,Regag,Thin bread with cheese or egg,Street Food,2,Snack
UAE,Sharjah,Kunafa,Cheese pastry with syrup,Dessert,3,Snack
Montenegro,Podgorica,Njeguški Steak,"Veal or pork schnitzel stuffed with Njeguški prosciutto and cheese, often topped with kajmak.",Main Dish,8,Dinner
Montenegro,Podgorica,Burek,"Flaky filo pastry filled with meat, cheese, or spinach, baked until golden.",Breakfast Dish,2,Breakfast
Montenegro,Podgorica,Ćevapčići,"Grilled minced meat rolls (lamb or beef), served with onions and pita bread.",Street Food,4,Lunch
Montenegro,Podgorica,Kačamak,"Cornmeal porridge mixed with potatoes and kajmak (clotted cream), sometimes served with cheese.",Main Dish,3,Lunch
Montenegro,Podgorica,Priganice,"Fried dough balls served with honey, cheese, or jam, a traditional snack.",Dessert,2,Snack
Montenegro,Podgorica,Shopska Salad,"Fresh tomatoes, cucumbers, peppers, and grated white cheese with olive oil.",Appetizer,3,Lunch
Montenegro,Podgorica,Sarma,"Minced meat and rice wrapped in sauerkraut leaves, slow-cooked until tender.",Main Dish,5,Dinner
Montenegro,Podgorica,Ajvar,"Roasted red pepper and eggplant relish, served with bread or as a side.",Appetizer,2,Snack
Montenegro,Podgorica,Palačinke,"Thin pancakes filled with jam, chocolate, or cheese, a versatile treat.",Dessert,3,Snack
Montenegro,Podgorica,Riblja Čorba,"Thick fish soup with mixed fish, vegetables, and spices.",Main Dish,6,Dinner
Montenegro,Kotor,Black Risotto,"Risotto colored and flavored with cuttlefish ink, mixed with squid or shellfish.",Main Dish,7,Dinner
Montenegro,Kotor,Buzara,"Shellfish (mussels or shrimp) stewed in white wine, garlic, and olive oil.",Main Dish,8,Dinner
Montenegro,Kotor,Njeguški Prosciutto,"Dry-cured ham from Njeguši, thinly sliced and served with cheese.",Appetizer,5,Snack
Montenegro,Kotor,Octopus Salad,"Chilled octopus with olive oil, garlic, lemon, and parsley.",Appetizer,6,Lunch
Montenegro,Kotor,Pogača,Rustic bread baked with or without fillings like cheese or herbs.,Breakfast Dish,2,Breakfast
Montenegro,Kotor,Grilled Squid,"Fresh squid grilled with olive oil and lemon, a coastal favorite.",Main Dish,7,Dinner
Montenegro,Kotor,Krempita,"Layered custard cream cake with flaky pastry, lightly sweetened.",Dessert,3,Snack
Montenegro,Kotor,Fish Carpaccio,"Thinly sliced raw fish (often tuna) with olive oil, lemon, and capers.",Appetizer,6,Dinner
Montenegro,Kotor,Tulumba,"Fried dough soaked in sugar syrup, similar to a Balkan donut.",Dessert,2,Snack
Montenegro,Kotor,Mussels in Red Sauce,"Mussels cooked in a tomato, wine, and garlic sauce.",Main Dish,7,Dinner
Montenegro,Budva,Ispod Sača,Lamb or veal slow-roasted with potatoes under a metal lid with coals.,Main Dish,9,Dinner
Montenegro,Budva,Seafood Platter,"Assorted grilled fish, shrimp, and squid with olive oil and lemon.",Main Dish,12,Dinner
Montenegro,Budva,Cicvara,"Thick cornmeal stew with kaymak and cheese, a hearty mountain dish.",Main Dish,4,Lunch
Montenegro,Budva,Kiflice,"Crescent-shaped pastries filled with cheese, ham, or jam.",Breakfast Dish,2,Breakfast
Montenegro,Budva,Baklava,"Layered filo pastry with nuts and honey syrup, a sweet treat.",Dessert,3,Snack
Montenegro,Budva,Grilled Fish,"Fresh catch (e.g., sea bass) grilled with herbs and olive oil.",Main Dish,8,Dinner
Montenegro,Budva,Punjene Paprike,"Bell peppers stuffed with minced meat and rice, baked in tomato sauce.",Main Dish,6,Dinner
Montenegro,Budva,Gibannica,"Layered pastry with cheese and eggs, baked until crispy.",Breakfast Dish,3,Breakfast
Montenegro,Budva,Tava,"Beef or lamb stew with vegetables, slow-cooked in a clay pot.",Main Dish,7,Dinner
Montenegro,Budva,Srpska Salata,"Tomato, cucumber, and onion salad with vinegar and oil.",Appetizer,2,Lunch
Montenegro,Cetinje,Njeguški Cheese,"Full-fat cheese made from sheep or cow’s milk, aged for months.",Appetizer,4,Snack
Montenegro,Cetinje,Lamb in Milk,"Lamb slow-cooked in milk with potatoes and herbs, a northern specialty.",Main Dish,9,Dinner
Montenegro,Cetinje,Raštan,Dark leafy greens stewed with smoked meat and potatoes.,Main Dish,5,Dinner
Montenegro,Cetinje,Kolašin Layered Cheese,"Thin-layered cheese from Kolašin, served with bread.",Appetizer,4,Snack
Montenegro,Cetinje,Popara,"Bread soaked in milk or broth, mixed with cheese or kajmak.",Breakfast Dish,2,Breakfast
Montenegro,Cetinje,Kacamak with Nettles,Cornmeal porridge with wild nettles and cheese.,Main Dish,4,Lunch
Montenegro,Cetinje,Sutlijash,"Rice pudding with cinnamon and sugar, a comforting dessert.",Dessert,3,Snack
Montenegro,Cetinje,Japraci,Vegetarian sarma with rice wrapped in grape leaves.,Main Dish,4,Lunch
Montenegro,Cetinje,Pita sa Sirom,"Filo pastry pie filled with cheese, baked until golden.",Breakfast Dish,3,Breakfast
Montenegro,Cetinje,Roast Lamb,"Slow-roasted lamb with rosemary and garlic, a festive dish.",Main Dish,10,Dinner
Montenegro,Bar,Carp from Skadar,"Lake Skadar carp, fried or baked with plums or apples.",Main Dish,7,Dinner
Montenegro,Bar,Smoked Carp,"Carp smoked over beech wood, served with bread.",Appetizer,5,Snack
Montenegro,Bar,Bokeški Brodet,"Fish stew with tomatoes, garlic, and wine, a coastal classic.",Main Dish,6,Dinner
Montenegro,Bar,Olive Jam,"Unique jam made from olives, served with bread or cheese.",Appetizer,3,Snack
Montenegro,Bar,Pasta with Seafood,"Fresh pasta with shrimp, mussels, and a light tomato sauce.",Main Dish,8,Dinner
Montenegro,Bar,Fritule,"Small fried dough balls dusted with sugar, a sweet treat.",Dessert,2,Snack
Montenegro,Bar,Grilled Trout,"Lake trout grilled with herbs and lemon, simple and fresh.",Main Dish,7,Dinner
Montenegro,Bar,Zelena Salata,Spring lettuce and onion salad with oil and vinegar.,Appetizer,2,Lunch
Montenegro,Bar,Tahin Halva,"Sesame paste dessert, sweet and crumbly.",Dessert,2,Snack
Montenegro,Bar,Kobasica,"Grilled homemade sausage, often served with mustard.",Street Food,4,Snack
Montenegro,Tivat,Monkfish Stew,Monkfish cooked with potatoes and tomatoes in a rich broth.,Main Dish,8,Dinner
Montenegro,Tivat,Prawn Buzara,Prawns stewed in a white wine and garlic sauce.,Main Dish,9,Dinner
Montenegro,Tivat,Kroštule,"Fried dough strips dusted with powdered sugar, a coastal sweet.",Dessert,2,Snack
Montenegro,Tivat,Grilled Octopus,"Octopus grilled with olive oil and herbs, tender and flavorful.",Main Dish,8,Dinner
Montenegro,Tivat,Pamidora Salata,Tomato and onion salad with olive oil and sea salt.,Appetizer,2,Lunch
Montenegro,Tivat,Rakija Cake,Sponge cake soaked with rakija (fruit brandy) and topped with cream.,Dessert,3,Snack
Montenegro,Tivat,Fish Skewers,Chunks of fish grilled on skewers with peppers and onions.,Main Dish,7,Dinner
Montenegro,Tivat,Kajmak,"Creamy dairy spread made from clotted cream, served with bread.",Appetizer,3,Breakfast
Montenegro,Tivat,Pita with Spinach,Filo pastry pie filled with spinach and cheese.,Breakfast Dish,3,Breakfast
Montenegro,Tivat,Stuffed Squid,"Squid stuffed with rice, herbs, and vegetables, baked or grilled.",Main Dish,8,Dinner
Montenegro,Kolašin,Pljevaljski Cheese,"Aged sheep’s milk cheese with a sharp flavor, served with bread.",Appetizer,4,Snack
Montenegro,Kolašin,Brav u Mlijeku,Lamb braised in milk with root vegetables and spices.,Main Dish,9,Dinner
Montenegro,Kolašin,Masenica,Buckwheat pancakes broken up and served with cheese and kajmak.,Main Dish,5,Lunch
Montenegro,Kolašin,Ćufte,"Meatballs made from minced beef or lamb, simmered in tomato sauce.",Main Dish,6,Dinner
Montenegro,Kolašin,Priganice with Mead,Fried dough balls drizzled with local mead.,Dessert,3,Snack
Montenegro,Kolašin,Gulaš,"Hearty beef stew with paprika, onions, and potatoes.",Main Dish,6,Dinner
Montenegro,Kolašin,Heljdija,"Buckwheat porridge with cheese or meat, a mountain staple.",Main Dish,4,Lunch
Montenegro,Kolašin,Kiselo Mlijeko,Buttermilk served with bread or pastries.,Breakfast Dish,2,Breakfast
Montenegro,Kolašin,Pita sa Mesom,Filo pie filled with spiced minced meat.,Main Dish,5,Dinner
Montenegro,Kolašin,Mountain Soup,"Thick soup with lamb, potatoes, and wild herbs.",Main Dish,5,Dinner
Montenegro,Ulcinj,Pasulj,"White bean stew with smoked meat (bacon or sausage), hearty and warm.",Main Dish,5,Lunch
Montenegro,Ulcinj,Prebranac,"Baked beans with onions and paprika, a smoky side dish.",Main Dish,4,Dinner
Montenegro,Ulcinj,Kebabs,"Skewered lamb or beef with vegetables, grilled over an open flame.",Street Food,5,Dinner
Montenegro,Ulcinj,Turska Kafa,"Strong Turkish-style coffee, served with a sweet treat.",Dessert,1.5,Snack
Montenegro,Ulcinj,Baklava with Walnuts,Filo pastry layered with walnuts and honey syrup.,Dessert,3,Snack
Montenegro,Ulcinj,Grilled Sea Bass,Whole sea bass grilled with olive oil and lemon.,Main Dish,8,Dinner
Montenegro,Ulcinj,Börek,"Filo pastry filled with meat or cheese, a Balkan classic.",Breakfast Dish,3,Breakfast
Montenegro,Ulcinj,Ajvar with Bread,Roasted pepper relish served with fresh bread.,Appetizer,2,Snack
Montenegro,Ulcinj,Lamb Chops,Grilled lamb chops seasoned with rosemary and garlic.,Main Dish,7,Dinner
Montenegro,Ulcinj,Sogan Dolma,"Onions stuffed with minced meat and rice, baked in sauce.",Main Dish,6,Dinner
Montenegro,Nikšić,Tafće na Grafće,"Baked butter beans with spices, a comforting dish.",Main Dish,5,Lunch
Montenegro,Nikšić,Njeguški Prosciutto Platter,"Sliced prosciutto with cheese, olives, and figs.",Appetizer,6,Snack
Montenegro,Nikšić,Roast Veal,"Slow-roasted veal with potatoes and carrots, a hearty meal.",Main Dish,8,Dinner
Montenegro,Nikšić,Kukuruzni Kolač,"Cornmeal cake, slightly sweet and crumbly.",Dessert,2,Snack
Montenegro,Nikšić,Pita sa Zeljem,Filo pie with wild greens and cheese.,Breakfast Dish,3,Breakfast
Montenegro,Nikšić,Smoked Sausage,"Homemade sausage smoked over wood, served with bread.",Street Food,4,Snack
Montenegro,Nikšić,Karadjordjeva Schnitzel,"Breaded veal roll stuffed with kajmak, fried until crispy.",Main Dish,8,Dinner
Montenegro,Nikšić,Ruža Cake,"Layered cake with walnuts and cream, a local dessert.",Dessert,3,Snack
Montenegro,Nikšić,Bean Soup,"Thick soup with white beans, smoked meat, and vegetables.",Main Dish,5,Dinner
Montenegro,Nikšić,Fried Peppers,"Roasted peppers fried with garlic and oil, a simple side.",Appetizer,2,Lunch
Cyprus,Nicosia,Souvlaki,"Grilled pork or chicken skewers, served with pita, tzatziki, and salad.",Street Food,5,Dinner
Cyprus,Nicosia,Halloumi,"Grilled or fried squeaky cheese made from sheep and goat milk, served with bread.",Appetizer,4,Snack
Cyprus,Nicosia,Sheftalia,Grilled sausages of minced pork or lamb wrapped in caul fat.,Main Dish,6,Dinner
Cyprus,Nicosia,Koupepia,"Grape leaves stuffed with minced meat and rice, cooked in tomato sauce.",Main Dish,5,Lunch
Cyprus,Nicosia,Tahini,"Sesame paste dip with garlic, lemon, and olive oil, served with pita.",Appetizer,3,Snack
Cyprus,Nicosia,Loukoumades,Fried dough balls soaked in honey syrup and sprinkled with cinnamon.,Dessert,3,Snack
Cyprus,Nicosia,Afelia,"Pork marinated in red wine and coriander seeds, slow-cooked until tender.",Main Dish,7,Dinner
Cyprus,Nicosia,Tahinopita,"Sweet bread roll filled with tahini and sugar, baked until golden.",Breakfast Dish,2,Breakfast
Cyprus,Nicosia,Kleftiko,"Slow-roasted lamb with garlic, lemon, and herbs, cooked in a sealed oven.",Main Dish,9,Dinner
Cyprus,Nicosia,Hummus,"Chickpea dip with tahini, garlic, and lemon, served with pita.",Appetizer,3,Lunch
Cyprus,Limassol,Meze,"A selection of small dishes including dips, grilled meats, and veggies.",Main Dish,10,Dinner
Cyprus,Limassol,Pastitsio,Baked pasta layered with minced meat and béchamel sauce.,Main Dish,7,Lunch
Cyprus,Limassol,Souvla,"Large chunks of lamb or pork grilled on a spit, served with pita.",Main Dish,8,Dinner
Cyprus,Limassol,Flaounes,"Savory pastries filled with halloumi, raisins, and mint, traditionally for Easter.",Breakfast Dish,3,Breakfast
Cyprus,Limassol,Loukoumi,"Soft, chewy sweets flavored with rosewater or mastic, dusted with powdered sugar.",Dessert,2,Snack
Cyprus,Limassol,Moussaka,"Layers of eggplant, minced meat, and béchamel, baked until golden.",Main Dish,7,Dinner
Cyprus,Limassol,Taramasalata,"Creamy fish roe dip with lemon and olive oil, served with bread.",Appetizer,4,Lunch
Cyprus,Limassol,Daktyla,"Fried dough sticks filled with almonds or cinnamon, a sweet treat.",Dessert,3,Snack
Cyprus,Limassol,Grilled Octopus,Tender octopus grilled with olive oil and lemon.,Main Dish,9,Dinner
Cyprus,Limassol,Anari Cheese,"Soft, unsalted whey cheese, often drizzled with honey.",Breakfast Dish,3,Breakfast
Cyprus,Larnaca,Kebab,Grilled minced meat (lamb or beef) served with pita and tzatziki.,Street Food,5,Dinner
Cyprus,Larnaca,Stifado,"Beef or rabbit stew with red wine, onions, and spices, slow-cooked.",Main Dish,8,Dinner
Cyprus,Larnaca,Baklava,"Layered filo pastry with nuts and honey syrup, a sweet classic.",Dessert,3,Snack
Cyprus,Larnaca,Lountza,"Smoked pork loin, thinly sliced and often grilled, served with bread.",Appetizer,4,Snack
Cyprus,Larnaca,Kolokasi,Taro root cooked with pork or chicken in a tomato and celery sauce.,Main Dish,7,Dinner
Cyprus,Larnaca,Shakshuka,"Eggs poached in a spicy tomato and pepper sauce, served with bread.",Breakfast Dish,4,Breakfast
Cyprus,Larnaca,Pide,"Flatbread topped with cheese, meat, or vegetables, baked until crispy.",Street Food,4,Lunch
Cyprus,Larnaca,Galaktoboureko,"Custard-filled filo pastry soaked in syrup, served warm.",Dessert,3,Snack
Cyprus,Larnaca,Fava,"Yellow split pea puree with olive oil and onions, a simple dip.",Appetizer,3,Lunch
Cyprus,Larnaca,Fish Meze,A variety of grilled and fried fish with dips and sides.,Main Dish,12,Dinner
Cyprus,Paphos,Koupes,Deep-fried bulgur shells stuffed with spiced minced meat and pine nuts.,Street Food,3,Snack
Cyprus,Paphos,Macaronia Tou Fournou,Cypriot baked pasta with minced meat and béchamel sauce.,Main Dish,7,Lunch
Cyprus,Paphos,Kattimeri,Thin pancakes filled with sugar and cinnamon or savory cheese.,Breakfast Dish,2,Breakfast
Cyprus,Paphos,Ofton Kleftiko,Lamb shank slow-roasted with potatoes and herbs in parchment.,Main Dish,9,Dinner
Cyprus,Paphos,Shiamishi,Fried dough layered with cream and soaked in syrup.,Dessert,3,Snack
Cyprus,Paphos,Halloumi Salad,"Grilled halloumi with tomatoes, cucumbers, and olive oil.",Appetizer,5,Lunch
Cyprus,Paphos,Tava,"Lamb or beef baked with tomatoes, onions, and potatoes in a clay pot.",Main Dish,8,Dinner
Cyprus,Paphos,Pita with Gyro,"Pita bread stuffed with grilled pork or chicken, tzatziki, and veggies.",Street Food,5,Dinner
Cyprus,Paphos,Kopiaste,"Dried figs stuffed with almonds, a traditional sweet.",Dessert,2,Snack
Cyprus,Paphos,Grilled Sea Bream,Whole sea bream grilled with olive oil and lemon.,Main Dish,8,Dinner
Cyprus,Famagusta,Bamies,"Okra stewed with tomatoes, onions, and lamb or chicken.",Main Dish,6,Dinner
Cyprus,Famagusta,Pilafi Pourgouri,"Bulgur wheat cooked with tomatoes and onions, a rustic side.",Main Dish,4,Lunch
Cyprus,Famagusta,Pastelli,"Carob and sesame seed brittle, a chewy traditional candy.",Dessert,2,Snack
Cyprus,Famagusta,Keftedes,"Fried meatballs made with minced pork, breadcrumbs, and herbs.",Appetizer,4,Dinner
Cyprus,Famagusta,Tsoureki,"Sweet braided bread with mahleb and mastic, often for holidays.",Breakfast Dish,3,Breakfast
Cyprus,Famagusta,Lahmacun,Thin flatbread topped with spiced minced meat and baked.,Street Food,4,Lunch
Cyprus,Famagusta,Zivania Cake,Sponge cake soaked with zivania (Cypriot grape spirit).,Dessert,3,Snack
Cyprus,Famagusta,Red Mullet,"Small fish fried or grilled, served with lemon and parsley.",Main Dish,7,Dinner
Cyprus,Famagusta,Yemista,Vegetables (peppers or tomatoes) stuffed with rice and herbs.,Main Dish,6,Lunch
Cyprus,Famagusta,Anari with Honey,Soft whey cheese drizzled with local honey.,Dessert,3,Breakfast
Cyprus,Kyrenia,Hellim Börek,"Filo pastry filled with halloumi cheese, fried or baked.",Breakfast Dish,3,Breakfast
Cyprus,Kyrenia,Imam Bayildi,"Eggplant stuffed with tomatoes, onions, and garlic, braised in olive oil.",Main Dish,6,Dinner
