Country,City,Restaurant Name,Type of Cuisine,Meals Served,Recommended Dish,Meal Description,Avg Price per Person (USD),Budget Range,Suitability
Croatia,Šibenik,Pelegrini,Fine Dining-Croatian,Dinner,Gregada,Fish stew with potatoes and white wine,50,Luxury,Couples
Croatia,Šibenik,Restoran No 4,Seafood,Dinner,Grilled Sardines,Fresh sardines with olive oil,25,Average,Couples
Croatia,Šibenik,Tinel,Croatian,Dinner,Peka,Veal slow-cooked with vegetables,30,Average,Family-friendly
Croatia,Sisak,Hotel Panonija,Fine Dining-Croatian,Dinner,Duck with Mlinci,Roasted duck with pasta,40,Luxury,Couples
Croatia,Sisak,Konoba Kod Baje,Croatian,Dinner,Fiš Paprikaš,Fish stew with paprika,20,Average,Friends
Croatia,Sisak,Pekara Sisak,Street Food,Breakfast,Kiflice,Jam-filled croissants,5,Low,Solo
Croatia,Sisak,Restoran Pod Orahom,Croatian,"Lunch, Dinner",Punjena Paprika,Stuffed peppers with rice,15,Low,Family-friendly
Croatia,Sisak,Restoran Stari Grad,Croatian,"Lunch, Dinner",Čobanac,Spicy meat stew,15,Average,Family-friendly
Croatia,Split,Bokeria Kitchen & Wine,Croatian,"Lunch, Dinner",Dalmatinska Pašticada,Beef in plum sauce with gnocchi,25,Average,Couples
Croatia,Split,Konoba Fetivi,Croatian,"Lunch, Dinner",Crni Rižot,Black squid ink risotto with seafood,20,Average,Friends
Croatia,Split,Pekara Split,Street Food,Breakfast,Soparnik,Swiss chard pie with garlic,6,Low,Solo
Croatia,Split,Street Food Stall - Pazar,Croatian Street Food,"B,L",Soparnik,Thin dough filled with Swiss chard and garlic,5,Low,Solo
Croatia,Split,Villa Spiza,Croatian,"L,D",Pašticada,Beef stew with gnocchi,20,Average,Family-friendly
Croatia,Split,Villa Spiza,Croatian,Dinner,Peka,Lamb cooked under a bell with potatoes,30,Average,Family-friendly
Croatia,Split,Zrno Soli,Seafood,Dinner,Grilled Octopus,Tender octopus with olive oil and herbs,40,Luxury,Couples
Croatia,Trogir,Calebotta,Croatian,Dinner,Crni Rižot,Squid ink risotto,25,Average,Friends
Croatia,Trogir,Konoba Trs,Croatian,"Lunch, Dinner",Peka,Veal cooked under coals with potatoes,30,Average,Family-friendly
Croatia,Trogir,Mirakul,Seafood,Dinner,Grilled Scampi,Fresh scampi with garlic,35,Average,Couples
Croatia,Trogir,Pekara Trogir,Street Food,Breakfast,Soparnik,Chard-filled pastry,6,Low,Solo
Croatia,Trogir,Restoran Don Dino,Fine Dining-Croatian,Dinner,Lobster Peka,Lobster cooked under a bell,60,Luxury,Couples
Croatia,Varaždin,Angelus,Fine Dining-Croatian,Dinner,Truffle Fuži,Pasta with truffle cream sauce,40,Luxury,Couples
Croatia,Varaždin,Kavana Grof,Croatian,"Breakfast, Lunch",Gibanica,Layered pastry with cheese,10,Low,Friends
Croatia,Varaždin,Pekara Varaždin,Street Food,Breakfast,Štrukli,Cheese-filled baked dumplings,6,Low,Solo
Croatia,Varaždin,Restoran Bedem,Croatian,"Lunch, Dinner",Zagrebački Odrezak,Breaded veal cutlet with cheese,20,Average,Family-friendly
Croatia,Varaždin,Restoran Raj,Croatian,Dinner,Punjena Paprika,Peppers stuffed with meat and rice,15,Average,Family-friendly
Croatia,Vis,Konoba Lola,Croatian,"Lunch, Dinner",Peka,Veal cooked under coals,30,Average,Family-friendly
Croatia,Vis,Pekara Vis,Street Food,Breakfast,Soparnik,Swiss chard pie,6,Low,Solo
Croatia,Vis,Pojoda,Seafood,Dinner,Grilled Sardines,Fresh sardines with olive oil,25,Average,Couples
Croatia,Vis,Restoran Bako,Fine Dining-Croatian,Dinner,Lobster Buzara,Lobster in garlic sauce,50,Luxury,Couples
Croatia,Vis,Villa Rustica,Croatian,Dinner,Crni Rižot,Black squid ink risotto,20,Average,Friends
Croatia,Vukovar,Konoba Vrške,Croatian,Dinner,Čobanac,Meat stew with paprika,15,Average,Friends
Croatia,Vukovar,Pekara Vukovar,Street Food,Breakfast,Burek,Meat-filled pastry,5,Low,Solo
Croatia,Vukovar,Restoran Dunav,Croatian,"Lunch, Dinner",Fiš Paprikaš,Spicy fish stew with noodles,20,Average,Family-friendly
Croatia,Vukovar,Restoran Stari Toranj,Croatian,"Lunch, Dinner",Punjena Paprika,Stuffed peppers with meat,15,Low,Family-friendly
Croatia,Vukovar,Villa Martini,Fine Dining-Croatian,Dinner,Catfish in Wine,Catfish stewed in white wine,35,Luxury,Couples
Croatia,Zadar,Foša,Croatian Seafood,"L,D",Grilled Tuna,Fresh tuna with olive oil,25,Average,Friends
Croatia,Zadar,Foša,Seafood,Dinner,Grilled Tuna,Fresh tuna steak with olive oil,35,Average,Couples
Croatia,Zadar,Konoba Skoblar,Croatian,"Lunch, Dinner",Peka,Lamb cooked under a bell with potatoes,30,Average,Family-friendly
Croatia,Zadar,Pekara Zadar,Street Food,Breakfast,Soparnik,Chard-filled thin pastry,6,Low,Solo
Croatia,Zadar,Pet Bunara,Croatian,Dinner,Pašticada,Beef in sweet-sour sauce with dumplings,25,Average,Couples
Croatia,Zadar,Restoran Kornat,Fine Dining-Croatian,Dinner,Octopus Peka,Octopus slow-cooked with potatoes,50,Luxury,Couples
Croatia,Zagreb,Konoba Didov San,Croatian,"Lunch, Dinner",Štrukli,Baked dough filled with cottage cheese and cream,15,Average,Family-friendly
Croatia,Zagreb,La Štruk,Croatian,"B,L,D",Štrukli,Baked dough filled with cheese or meat,12,Low,Friends
Croatia,Zagreb,La Štruk,Croatian,"Lunch, Dinner",Zagorski Štrukli,Cheese-filled dumplings with sour cream,12,Low,Friends
Croatia,Zagreb,Noel,Fine Dining-Croatian,Dinner,Duck with Mlinci,Roasted duck with flatbread pasta,50,Luxury,Couples
Croatia,Zagreb,Pekara Dinara,Street Food,Breakfast,Burek,Flaky pastry with cheese or meat,5,Low,Solo
Croatia,Zagreb,Street Stall - Dolac,Croatian Street Food,"B,L",Strukli na žlicu,Boiled cheese dumplings,5,Low,Solo
Croatia,Zagreb,Vinodol,Croatian,Dinner,Pašticada,Beef stewed in sweet-sour sauce with gnocchi,25,Average,Couples
Cyprus,Ayia Napa,En Yevo,Cypriot,Dinner,Sheftalia,Grilled sausage with pita,15,Average,Couples
Cyprus,Ayia Napa,Isaac’s Fish Tavern,Cypriot,Dinner,Fish Meze,Seafood platter with dips,25,Average,Friends
Cyprus,Ayia Napa,Ocean Basket,Cypriot-Mediterranean,"L,D",Fish Meze,Assorted seafood platter,45,Luxury,Family-friendly
Cyprus,Ayia Napa,Ocean Basket,Cypriot,Dinner,Grilled Octopus,Octopus with olive oil,30,Average,Family-friendly
Cyprus,Ayia Napa,Street Gyro Stand,Street Food,Lunch,Gyro,Pork gyro with tzatziki,5,Low,Solo
Cyprus,Ayia Napa,Street Stall - Harbor,Cypriot Street Food,"B,L",Halloumi Wrap,Grilled halloumi in pita,5,Low,Solo
Cyprus,Ayia Napa,Taverna Napa,Cypriot,"Lunch, Dinner",Souvla,Spit-roasted lamb with salad,18,Average,Family-friendly
Cyprus,Dherynia,Argo Tavern,Cypriot,Dinner,Afelia,Pork in red wine with coriander,15,Average,Couples
Cyprus,Dherynia,Costa’s Tavern,Cypriot,Dinner,Meze,Assorted meats and dips,25,Average,Friends
Cyprus,Dherynia,Famagusta View,Cypriot,"Lunch, Dinner",Kleftiko,Slow-cooked lamb with herbs,20,Average,Family-friendly
Cyprus,Dherynia,Street Souvlaki,Street Food,Lunch,Souvlaki Wrap,Grilled chicken in pita,5,Low,Solo
Cyprus,Dherynia,Taverna Dherynia,Cypriot,"Lunch, Dinner",Souvla,Spit-roasted pork with rice,15,Average,Family-friendly
Cyprus,Famagusta,Aspava,Cypriot,"L,D",Kleftiko,Slow-cooked lamb with herbs,25,Average,Family-friendly
Cyprus,Famagusta (South),Aspava,Cypriot,Dinner,Meze,Variety of grilled meats and dips,25,Average,Friends
Cyprus,Famagusta (South),Gialousa Café,Cypriot,"Breakfast, Lunch",Loukoumades,Sweet dough balls with syrup,8,Low,Couples
Cyprus,Famagusta (South),Kyrenia Tavern,Cypriot,Dinner,Souvla,Spit-roasted lamb with herbs,18,Average,Family-friendly
Cyprus,Famagusta (South),Petra Tou Romiou,Cypriot,"Lunch, Dinner",Stifado,Rabbit stew with onions and spices,20,Average,Family-friendly
Cyprus,Famagusta (South),Street Souvlaki,Street Food,Lunch,Souvlaki,Grilled pork with pita,5,Low,Solo
Cyprus,Kakopetria,Linos Inn,Cypriot,Dinner,Afelia,Pork in red wine with coriander,15,Average,Couples
Cyprus,Kakopetria,Mylos Restaurant,Cypriot,Dinner,Sheftalia,Grilled sausage with pita,12,Average,Friends
Cyprus,Kakopetria,Street Souvlaki Cart,Street Food,Lunch,Souvlaki,Grilled pork with pita,5,Low,Solo
Cyprus,Kakopetria,Taverna Kakopetria,Cypriot,"Lunch, Dinner",Stifado,Rabbit stew with onions,20,Average,Family-friendly
Cyprus,Kakopetria,The Mill,Cypriot,"Lunch, Dinner",Meze,Assorted Cypriot dishes,25,Average,Family-friendly
Cyprus,Kyrenia (North),Archway,Cypriot,"Lunch, Dinner",Kleftiko,Slow-cooked lamb with potatoes,15,Average,Couples
Cyprus,Kyrenia (North),Bellapais Gardens,Fine Dining-Cypriot,Dinner,Fish Meze,Assorted seafood with lemon,35,Luxury,Couples
Cyprus,Kyrenia (North),Ezic Peanuts,Cypriot,Dinner,Sheftalia,Spiced sausage with pita and salad,10,Average,Friends
Cyprus,Kyrenia (North),Niazi’s,Cypriot,"Lunch, Dinner",Kebab,Grilled lamb kebabs with rice,12,Average,Family-friendly
Cyprus,Kyrenia (North),Street Börek Vendor,Street Food,Breakfast,Börek,Flaky pastry with cheese or meat,4,Low,Solo
Cyprus,Larnaca,Art Café 1900,Cypriot,"Breakfast, Lunch",Loukoumades,Honey-drizzled dough balls,8,Low,Couples
Cyprus,Larnaca,Militzis,Cypriot,Dinner,Souvla,Large chunks of lamb grilled on a spit,18,Average,Family-friendly
Cyprus,Larnaca,Street Gyro Cart,Street Food,Lunch,Gyro,Pork gyro with tzatziki in pita,5,Low,Solo
Cyprus,Larnaca,To Kazani,Cypriot,"L,D",Stifado,Beef stew with onions and spices,18,Average,Couples
Cyprus,Larnaca,To Kazani,Cypriot,"Lunch, Dinner",Kleftiko,Slow-roasted lamb with potatoes,20,Average,Family-friendly
Cyprus,Larnaca,Zephyros,Cypriot Seafood,"L,D",Grilled Octopus,Tender octopus with olive oil and lemon,20,Average,Couples
Cyprus,Larnaca,Zephyros,Cypriot,Dinner,Fish Meze,Assorted seafood with dips and bread,25,Average,Friends
Cyprus,Lefka (North),Huzur Café,Cypriot,"Lunch, Dinner",Moussaka,Layered eggplant and meat,12,Average,Family-friendly
Cyprus,Lefka (North),Kafeneio Lefka,Cypriot,"Breakfast, Lunch",Hellim,Grilled halloumi with bread,8,Low,Friends
Cyprus,Lefka (North),Kemal’s Kitchen,Cypriot,Dinner,Tava,Baked meat and vegetable dish,15,Average,Couples
Cyprus,Lefka (North),Lefka Tavern,Cypriot,"Lunch, Dinner",Kebab,Grilled lamb with rice,12,Average,Family-friendly
Cyprus,Lefka (North),Street Börek Stall,Street Food,Breakfast,Börek,Pastry with cheese,4,Low,Solo
Cyprus,Limassol,Columbia Steak House,Fine Dining-Cypriot,Dinner,Grilled Halloumi,Halloumi with honey and figs,35,Luxury,Couples
Cyprus,Limassol,Karatello,Cypriot,"B,L,D",Tahinopita,Sweet tahini-filled pastry,6,Low,Friends
Cyprus,Limassol,Karatello Tavern,Cypriot,Dinner,Meze,"Variety of dips, olives, and grilled meats",25,Average,Friends
Cyprus,Limassol,Meze Taverna,Cypriot,"L,D",Kleftiko,Slow-cooked lamb with herbs,25,Average,Friends
Cyprus,Limassol,Ousia,Cypriot,Dinner,Stifado,Beef stew with onions and cinnamon,20,Average,Couples
Cyprus,Limassol,Street Souvlaki Stall,Street Food,Lunch,Souvlaki Wrap,Grilled chicken in pita with tomatoes,6,Low,Solo
Cyprus,Limassol,Street Stall - Old Port,Cypriot Street Food,"B,L",Loukoumades,Sweet dough balls with honey,4,Low,Solo
Cyprus,Limassol,Taverna To Perama,Cypriot,"Lunch, Dinner",Afelia,Pork marinated in red wine with coriander,18,Average,Family-friendly
Cyprus,Morphou (North),Ali’s Tavern,Cypriot,Dinner,Kleftiko,Slow-cooked lamb with herbs,15,Average,Couples
Cyprus,Morphou (North),Kafeneio Morphou,Cypriot,"Breakfast, Lunch",Hellim Sandwich,Halloumi with tomatoes,6,Low,Friends
Cyprus,Morphou (North),Morphou Eatery,Cypriot,"Lunch, Dinner",Sheftalia,Grilled sausage with pita,10,Average,Family-friendly
Cyprus,Morphou (North),Morphou Nights,Cypriot,Dinner,Meze,Assorted Cypriot dishes,20,Average,Family-friendly
Cyprus,Morphou (North),Street Kebab Cart,Street Food,Lunch,Kebab Wrap,Grilled lamb in flatbread,5,Low,Solo
Cyprus,Nicosia,Piatsa Gourounaki,Cypriot,"L,D",Souvlaki,Grilled pork skewers in pita,8,Low,Solo
Cyprus,Nicosia,To Anamma,Cypriot,"B,L,D",Sheftalia,Grilled sausage wrapped in caul fat,15,Average,Family-friendly
Cyprus,Nicosia,Zanettos,Cypriot,D,Sheftalia Meze,Sausages with assorted dips,35,Average,Family-friendly
Cyprus,Nicosia (North),Büyük Han Eatery,Cypriot,"Lunch, Dinner",Moussaka,Eggplant and meat with béchamel,12,Average,Friends
Cyprus,Nicosia (North),Kumarcılar Han,Cypriot,Dinner,Tava,Baked meat and vegetable casserole,15,Average,Family-friendly
Cyprus,Nicosia (North),Sabor,Cypriot,Dinner,Souvla,Spit-roasted pork with rice,20,Average,Couples
Cyprus,Nicosia (North),Sedirhan Café,Cypriot,"Breakfast, Lunch",Hellim,Grilled halloumi with olives,8,Low,Family-friendly
Cyprus,Nicosia (North),Street Kebab Stall,Street Food,Lunch,Kebab Wrap,Grilled lamb in flatbread,5,Low,Solo
Cyprus,Nicosia (South),Pantopolio Kali Orexi,Fine Dining-Cypriot,Dinner,Kleftiko,Slow-cooked lamb with herbs,40,Luxury,Couples
Cyprus,Nicosia (South),Pekara Nicosia,Street Food,Breakfast,Pita with Halloumi,Grilled halloumi in warm pita,5,Low,Solo
Cyprus,Nicosia (South),Pyourgos,Cypriot,"Lunch, Dinner",Sheftalia,Spiced sausage wrapped in caul fat,12,Low,Family-friendly
Cyprus,Nicosia (South),To Anamma,Cypriot,"Lunch, Dinner",Souvlaki,Grilled pork skewers with pita and tzatziki,15,Average,Family-friendly
Cyprus,Nicosia (South),Zanettos,Cypriot,Dinner,Meze,"Assorted small dishes with meats, cheeses, and dips",25,Average,Friends
Cyprus,Paphos,Argo,Cypriot,D,Koupepia,Stuffed grape leaves with meat,20,Average,Family-friendly
Cyprus,Paphos,Fettas Tavern,Cypriot,Dinner,Sheftalia,Grilled sausage with pita and salad,12,Average,Friends
Cyprus,Paphos,Koutourou Ouzeri,Cypriot,"Lunch, Dinner",Afelia,Pork in red wine with crushed coriander,18,Average,Couples
Cyprus,Paphos,Muse Café,Cypriot,"L,D",Moussaka,"Layered eggplant, meat, and béchamel",20,Average,Family-friendly
Cyprus,Paphos,Street Food - Harbour Kiosk,Cypriot Street Food,"B,L",Souvlaki,Grilled meat skewers in pita with tzatziki,8,Low,Solo
Cyprus,Paphos,Street Halloumi Stand,Street Food,Breakfast,Halloumi Sandwich,Grilled halloumi with tomatoes,6,Low,Solo
Cyprus,Paphos,Taverna Muse,Cypriot,"Lunch, Dinner",Moussaka,Layered eggplant with minced meat and béchamel,15,Average,Family-friendly
Cyprus,Paphos,The Lodge,Fine Dining-Cypriot,Dinner,Kleftiko,Tender lamb shank with rosemary,40,Luxury,Couples
Cyprus,Paralimni,Karas Fish Tavern,Cypriot,Dinner,Fish Meze,Seafood platter with dips,25,Average,Friends
Cyprus,Paralimni,St. George Tavern,Cypriot,"Lunch, Dinner",Moussaka,Eggplant and meat with béchamel,12,Average,Family-friendly
Cyprus,Paralimni,Street Gyro Stand,Street Food,Lunch,Gyro,Pork gyro with tzatziki,5,Low,Solo
Cyprus,Paralimni,Taverna Paralimni,Cypriot,"Lunch, Dinner",Souvla,Spit-roasted lamb with salad,18,Average,Family-friendly
Cyprus,Paralimni,To Ploumi,Cypriot,Dinner,Afelia,Pork in red wine with coriander,15,Average,Couples
Cyprus,Platres,Pegasus,Fine Dining-Cypriot,Dinner,Kleftiko,Tender lamb with mountain herbs,40,Luxury,Couples
Cyprus,Platres,Psilo Dendro,Cypriot,"Lunch, Dinner",Trout Meze,Grilled trout with dips and bread,25,Average,Family-friendly
Cyprus,Platres,Street Halloumi Stand,Street Food,Breakfast,Halloumi Wrap,Grilled halloumi with tomatoes,6,Low,Solo
Cyprus,Platres,To Anoi,Cypriot,Dinner,Souvla,Spit-roasted lamb with potatoes,18,Average,Friends
Cyprus,Platres,Village Tavern,Cypriot,"Lunch, Dinner",Moussaka,Eggplant and meat casserole,15,Average,Couples
Cyprus,Polis,Arsinoe Fish Tavern,Cypriot,Dinner,Grilled Sea Bream,Fresh bream with olive oil,20,Average,Family-friendly
Cyprus,Polis,Moustakallis,Cypriot,Dinner,Sheftalia,Spiced sausage with salad,12,Average,Couples
Cyprus,Polis,Polis Tavern,Cypriot,"Lunch, Dinner",Afelia,Pork in red wine with coriander,15,Average,Family-friendly
Cyprus,Polis,Street Souvlaki,Street Food,Lunch,Souvlaki,Grilled pork with pita,5,Low,Solo
Cyprus,Polis,Yiangos Fish Tavern,Cypriot,Dinner,Fish Meze,Assorted seafood with bread,25,Average,Friends
Cyprus,Protaras,Kalimera,Cypriot,Dinner,Meze,"Variety of meats, cheeses, and dips",25,Average,Friends
Cyprus,Protaras,Nicholas Tavern,Cypriot,"B,L,D",Afelia,Pork stewed in red wine and coriander,15,Average,Friends
Cyprus,Protaras,Nicholas Tavern,Cypriot,Dinner,Souvla,Spit-roasted pork with rice,15,Average,Family-friendly
Cyprus,Protaras,Street Halloumi Cart,Street Food,Breakfast,Halloumi Wrap,Grilled halloumi in pita,6,Low,Solo
Cyprus,Protaras,Taverna Anemos,Cypriot,"Lunch, Dinner",Kleftiko,Slow-roasted lamb with potatoes,20,Average,Family-friendly
Cyprus,Protaras,Vangelis Tavern,Cypriot,"Lunch, Dinner",Stifado,Beef stew with onions,18,Average,Couples
Cyprus,Sotira,Kamares Tavern,Cypriot,"Lunch, Dinner",Stifado,Beef stew with onions,18,Average,Couples
Cyprus,Sotira,Mousikos,Cypriot,Dinner,Sheftalia,Grilled sausage with pita,12,Average,Friends
Cyprus,Sotira,Sotira Café,Cypriot,"Breakfast, Lunch",Loukoumades,Honey-drizzled dough balls,8,Low,Family-friendly
Cyprus,Sotira,Street Halloumi Cart,Street Food,Breakfast,Halloumi Sandwich,Grilled halloumi in pita,6,Low,Solo
Cyprus,Sotira,Taverna Sotira,Cypriot,"Lunch, Dinner",Kleftiko,Slow-roasted lamb with potatoes,20,Average,Family-friendly
Cyprus,Troodos,Fereos Tavern,Cypriot,Dinner,Meze,Assorted Cypriot dishes with wine,25,Average,Family-friendly
Cyprus,Troodos,Katoi,Cypriot,Dinner,Afelia,Pork in red wine with coriander seeds,15,Average,Couples
Cyprus,Troodos,Omodos Village Café,Cypriot,"Breakfast, Lunch",Loukoumades,Honey-drizzled dough balls,8,Low,Friends
Cyprus,Troodos,Street Souvlaki Cart,Street Food,Lunch,Souvlaki,Grilled chicken with pita,6,Low,Solo
Cyprus,Troodos,Troodos Tavern,Cypriot,"Lunch, Dinner",Kleftiko,Mountain-style lamb with herbs,18,Average,Family-friendly
Cyprus,Troodos Mountains,Troodos Tavern,Cypriot,"L,D",Trout Meze,Grilled trout with sides,30,Average,Couples
Egypt,Alexandria,Bahary,Egyptian Seafood,"L,D",Feseekh,Fermented fish with bread,12,Low,Family-friendly
Egypt,Alexandria,Balbaa Village,Egyptian Seafood,"L,D",Grilled Seabream,Fresh bream with tahini,20,Average,Family-friendly
Egypt,Alexandria,El Qobesy,Egyptian,"L,D",Kebda,Fried liver with spices,6,Low,Friends
Egypt,Alexandria,El Shabrawy,Egyptian,"L,D",Kebda Iskandarani,Spiced liver with peppers,6,Low,Friends
Egypt,Alexandria,Farag Fish,Egyptian Seafood,"L,D",Grilled Sea Bass,Fresh bass with tahini and spices,15,Average,Couples
Egypt,Alexandria,Fish Market,Egyptian Seafood,"L,D",Grilled Sea Bass,Fresh sea bass with tahini and herbs,18,Average,Friends
Egypt,Alexandria,Hosny Grill,Egyptian,"L,D",Kofta Sandwich,Grilled meat in bread,6,Low,Solo
Egypt,Alexandria,Kadoura,Egyptian Seafood,"L,D",Grilled Shrimp,Fresh shrimp with garlic,20,Average,Couples
Egypt,Alexandria,Mohamed Ahmed,Egyptian,"B,L",Foul Medames,Slow-cooked fava beans with tahini,4,Low,Friends
Egypt,Alexandria,Sea Gull,Egyptian Seafood,"L,D",Grilled Hammour,Fresh hammour with spices,20,Average,Couples
Egypt,Alexandria,Street Stall - Corniche,Egyptian Street Food,"B,L",Shakshouka,Eggs in spicy tomato sauce,4,Low,Solo
Egypt,Alexandria,Street Stall - Raml Station,Egyptian Street Food,"B,L",Batates,Roasted sweet potatoes,2,Low,Solo
Egypt,Alexandria,Tikka Grill,Egyptian,"L,D",Meshwi,Grilled meat platter,20,Average,Family-friendly
Egypt,Alexandria,Zephyrion,Egyptian Seafood,"L,D",Fish Soup,Spiced broth with fish chunks,10,Low,Friends
Egypt,Aswan,Adamo,Nubian,"L,D",Nubian Bread,Thick bread with stew,10,Low,Couples
Egypt,Aswan,Basma Hotel,Egyptian,"L,D",Nubian Tagine,Lamb with vegetables,20,Average,Family-friendly
Egypt,Aswan,Biti Pizza,Egyptian,"L,D",Feteer Meshaltet,Layered pastry with honey,8,Low,Friends
Egypt,Aswan,El Dokka,Nubian,"L,D",Kamounia,Beef stew with cumin,15,Average,Family-friendly
Egypt,Aswan,El Masry,Nubian,"B,L,D",Stuffed Pigeon,Pigeon stuffed with spiced rice,15,Average,Couples
Egypt,Aswan,El Salam Nile,Nubian,"L,D",Grilled Nile Perch,Fresh perch with Nubian spices,15,Average,Family-friendly
Egypt,Aswan,Kebabgy,Egyptian,"L,D",Kofta,Grilled meat patties with bread,12,Low,Family-friendly
Egypt,Aswan,Makaka,Nubian,"L,D",Fish Stew,Fish with tomatoes and spices,12,Low,Family-friendly
Egypt,Aswan,Nubian Beach,Nubian,"L,D",Grilled Fish,Fresh catch with Nubian spices,15,Average,Family-friendly
Egypt,Aswan,Nubian Dream,Nubian,"L,D",Grilled Nile Perch,Fresh perch with spices,15,Average,Friends
Egypt,Aswan,Nubian House,Nubian,"L,D",Kamounia,Beef stew with cumin and garlic,15,Average,Family-friendly
Egypt,Aswan,Old Cataract - 1902,Egyptian,D,Duck with Molokhia,Duck in green leafy stew,50,Luxury,Couples
Egypt,Aswan,Panorama,Nubian,"B,L,D",Stuffed Pigeon,Pigeon with spiced rice,12,Low,Friends
Egypt,Cairo,9 Lounge,Fine Dining-Egyptian,Dinner,Grilled Hammour,Fresh fish with Egyptian spices,40,Luxury,Couples
Egypt,Cairo,Abou El Sid,Egyptian,D,Hamam Mahshi,Stuffed pigeon with freekeh,25,Average,Couples
Egypt,Cairo,Abou El Sid,Egyptian,Dinner,Kofta,Grilled minced meat skewers with rice,18,Average,Family-friendly
Egypt,Cairo,Andrea Mariouteya,Egyptian,Dinner,Grilled Chicken,Spiced grilled chicken with rice,15,Average,Family-friendly
Egypt,Cairo,Café Corniche,Egyptian,"Breakfast, Lunch",Feteer with Cheese,Flaky pastry with melted cheese,10,Low,Family-friendly
Egypt,Cairo,Café El Borsa,Egyptian,"Breakfast, Lunch",Feteer Meshaltet,Layered pastry with honey,8,Low,Friends
Egypt,Cairo,Café El Bustan,Egyptian,"Breakfast, Lunch",Feteer with Cheese,Flaky pastry with cheese,8,Low,Family-friendly
