Country,From,To,Transport Mode,Provider,Schedule,Route Info,Duration in hours,Price Range in USD,Cost Details and Options,Additional Info
Saudi Arabia,Jeddah,Medina,Train,Saudi Arabia Railways,Multiple daily,Direct,2-3,15-35,"Standard: $15-$25, First-class: $35",Haramain high-speed
Saudi Arabia,Jeddah,Najran,Flight,Flynas,Daily,Direct,1.5,40-100,"Economy: $40-$70, Business: $100",Southern border
Saudi Arabia,Jeddah,Qassim,Bus,SAPTCO,Daily,Direct,7-8,20-40,"Standard: $20-$30, VIP: $40",Central route
Saudi Arabia,Jeddah,Rabigh,Train,Saudi Arabia Railways,Multiple daily,Direct,1-1.5,10-20,"Standard: $10-$15, First-class: $20",Haramain line
Saudi Arabia,Jeddah,Riyadh,Flight,Flynas,Multiple daily,Direct,1.5,40-100,"Economy: $40-$70, Business: $100",Major hub connection
Saudi Arabia,Jeddah,Sakaka,Bus,SAPTCO,Daily,Direct,12-14,35-70,"Standard: $35-$50, VIP: $70",Northern frontier
Saudi Arabia,Jeddah,Taif,Bus,SAPTCO,Several daily,Direct,2-3,10-20,"Standard: $10-$15, VIP: $20",Mountain route
Saudi Arabia,Jeddah,Turaif,Bus,SAPTCO,Daily,Direct,14-16,40-80,"Standard: $40-$60, VIP: $80",Far northwest
Saudi Arabia,Jeddah,Yanbu,Bus,SAPTCO,Several daily,Direct,3-4,15-25,"Standard: $15-$20, VIP: $25",Coastal route
Saudi Arabia,Mecca,Al Baha,Bus,SAPTCO,Daily,Direct,3-4,10-25,"Standard: $10-$15, VIP: $25",Highland connection
Saudi Arabia,Mecca,Jeddah,Bus,SAPTCO,Multiple daily,Direct,1-1.5,5-15,"Standard: $5-$10, VIP: $15",Pilgrimage hub
Saudi Arabia,Mecca,Medina,Train,Saudi Arabia Railways,Multiple daily,Direct,2-2.5,15-30,"Standard: $15-$20, First-class: $30",Haramain high-speed
Saudi Arabia,Mecca,Najran,Flight,Flynas,Daily,Direct,1.5,40-100,"Economy: $40-$70, Business: $100",Southern border
Saudi Arabia,Mecca,Qassim,Bus,SAPTCO,Daily,Direct,6-7,20-40,"Standard: $20-$30, VIP: $40",Central link
Saudi Arabia,Mecca,Rabigh,Bus,SAPTCO,Several daily,Direct,1-2,5-15,"Standard: $5-$10, VIP: $15",Coastal link
Saudi Arabia,Mecca,Taif,Bus,SAPTCO,Several daily,Direct,1-2,5-15,"Standard: $5-$10, VIP: $15",Highland escape
Saudi Arabia,Mecca,Yanbu,Bus,SAPTCO,Daily,Direct,4-5,15-30,"Standard: $15-$20, VIP: $30",Coastal journey
Saudi Arabia,Medina,Al Qurayyat,Bus,SAPTCO,Daily,Direct,10-12,30-60,"Standard: $30-$40, VIP: $60",Northern border
Saudi Arabia,Medina,Al Ula,Bus,SAPTCO,Daily,Direct,4-5,15-30,"Standard: $15-$20, VIP: $30",Heritage route
Saudi Arabia,Medina,Hail,Bus,SAPTCO,Daily,Direct,4-5,15-30,"Standard: $15-$20, VIP: $30",Northern plains
Saudi Arabia,Medina,Jizan,Flight,Flynas,Daily,Direct,1.5,40-100,"Economy: $40-$70, Business: $100",Southwest link
Saudi Arabia,Medina,Rabigh,Bus,SAPTCO,Several daily,Direct,2-3,10-20,"Standard: $10-$15, VIP: $20",Coastal link
Saudi Arabia,Medina,Tabuk,Bus,SAPTCO,Daily,Direct,6-7,20-40,"Standard: $20-$30, VIP: $40",Northwest route
Saudi Arabia,Medina,Yanbu,Bus,SAPTCO,Several daily,Direct,2-3,10-20,"Standard: $10-$15, VIP: $20",Coastal link
Saudi Arabia,Riyadh,Abha,Flight,Flynas,Daily,Direct,1.5,40-100,"Economy: $40-$70, Business: $100",Southern destination
Saudi Arabia,Riyadh,Al Ahsa,Train,Saudi Arabia Railways,Multiple daily,Direct,3-4,10-25,"Standard: $10-$15, First-class: $25",Eastern province
Saudi Arabia,Riyadh,Al Badayea,Bus,SAPTCO,Daily,Direct,4-5,15-30,"Standard: $15-$20, VIP: $30",Central route
Saudi Arabia,Riyadh,Al Dawadmi,Bus,SAPTCO,Several daily,Direct,3-4,10-20,"Standard: $10-$15, VIP: $20",Central west
Saudi Arabia,Riyadh,Al Jouf,Bus,SAPTCO,Daily,Direct,8-10,25-50,"Standard: $25-$35, VIP: $50",Northern frontier
Saudi Arabia,Riyadh,Al Khafji,Bus,SAPTCO,Daily,Direct,5-6,15-35,"Standard: $15-$25, VIP: $35",Northeast coast
Saudi Arabia,Riyadh,Al Kharj,Bus,SAPTCO,Multiple daily,Direct,1-2,5-10,"Standard: $5-$8, VIP: $10",Suburban link
Saudi Arabia,Riyadh,Al Lith,Bus,SAPTCO,Daily,Direct,6-7,20-40,"Standard: $20-$30, VIP: $40",Southwest coast
Saudi Arabia,Riyadh,Al Majmaah,Bus,SAPTCO,Several daily,Direct,2-3,8-15,"Standard: $8-$12, VIP: $15",Central short trip
Saudi Arabia,Riyadh,Al Muzahimiyah,Bus,SAPTCO,Multiple daily,Direct,1-1.5,5-10,"Standard: $5-$8, VIP: $10",Suburban route
Saudi Arabia,Riyadh,Al Namas,Bus,SAPTCO,Daily,Direct,8-10,25-50,"Standard: $25-$35, VIP: $50",Asir highlands
Saudi Arabia,Riyadh,Al Qaisumah,Bus,SAPTCO,Daily,Direct,5-6,15-35,"Standard: $15-$25, VIP: $35",Northeast link
Saudi Arabia,Riyadh,Al Qunfudhah,Bus,SAPTCO,Daily,Direct,7-8,20-40,"Standard: $20-$30, VIP: $40",Southwest coast
Saudi Arabia,Riyadh,Al Qurayyat,Bus,SAPTCO,Daily,Direct,12-14,35-70,"Standard: $35-$50, VIP: $70",Northern border
Saudi Arabia,Riyadh,Al Rass,Bus,SAPTCO,Several daily,Direct,3-4,10-20,"Standard: $10-$15, VIP: $20",Qassim region
Saudi Arabia,Riyadh,Al Ula,Bus,SAPTCO,Daily,Direct,8-10,25-50,"Standard: $25-$35, VIP: $50",Heritage site route
Saudi Arabia,Riyadh,Al Wajh,Bus,SAPTCO,Daily,Direct,10-12,30-60,"Standard: $30-$40, VIP: $60",Northwest coast
Saudi Arabia,Riyadh,Al Zulfi,Bus,SAPTCO,Daily,Direct,3-4,10-20,"Standard: $10-$15, VIP: $20",Central region
Saudi Arabia,Riyadh,Arar,Bus,SAPTCO,Daily,Direct,10-12,30-60,"Standard: $30-$40, VIP: $60",Far north
Saudi Arabia,Riyadh,Buraidah,Bus,SAPTCO,Several daily,Direct,3-4,10-25,"Standard: $10-$15, VIP: $25",Qassim region
Saudi Arabia,Riyadh,Dammam,Train,Saudi Arabia Railways,Multiple daily,Direct,4-5,15-40,"Standard: $15-$25, First-class: $40",Eastern route
Saudi Arabia,Riyadh,Hafar Al Batin,Bus,SAPTCO,Several daily,Direct,4-5,15-30,"Standard: $15-$20, VIP: $30",Northeast link
Saudi Arabia,Riyadh,Hail,Bus,SAPTCO,Daily,Direct,5-6,15-35,"Standard: $15-$25, VIP: $35",Northern plains
Saudi Arabia,Riyadh,Jeddah,Train,Saudi Arabia Railways,Multiple daily,Direct,4-5,20-50,"Standard: $20-$30, First-class: $50",High-speed Haramain line
Saudi Arabia,Riyadh,Jizan,Flight,Flynas,Daily,Direct,1.5,40-100,"Economy: $40-$70, Business: $100",Southwest coast
Saudi Arabia,Riyadh,Khamis Mushait,Flight,Flynas,Daily,Direct,1.5,40-100,"Economy: $40-$70, Business: $100",Asir region
Saudi Arabia,Riyadh,Mecca,Bus,SAPTCO,Multiple daily,Direct,6-7,20-45,"Standard: $20-$30, VIP: $45",Pilgrimage route
Saudi Arabia,Riyadh,Medina,Bus,SAPTCO,Several daily,Direct,7-8,25-50,"Standard: $25-$35, VIP: $50","VIP includes Wi-Fi, snacks"
Saudi Arabia,Riyadh,Najran,Flight,Flynas,Daily,Direct,1.5,40-100,"Economy: $40-$70, Business: $100",Southern border
Saudi Arabia,Riyadh,Qassim,Train,Saudi Arabia Railways,Multiple daily,Direct,2-3,10-25,"Standard: $10-$15, First-class: $25",Central link
Saudi Arabia,Riyadh,Rafha,Bus,SAPTCO,Daily,Direct,8-10,25-50,"Standard: $25-$35, VIP: $50",Northern plains
Saudi Arabia,Riyadh,Sakaka,Bus,SAPTCO,Daily,Direct,8-10,25-50,"Standard: $25-$35, VIP: $50",Northern frontier
Saudi Arabia,Riyadh,Sharurah,Flight,Flynas,Daily,Direct,2,50-120,"Economy: $50-$80, Business: $120",Far south
Saudi Arabia,Riyadh,Tabuk,Bus,SAPTCO,Daily,Direct,10-12,30-60,"Standard: $30-$40, VIP: $60",Northwest journey
Saudi Arabia,Riyadh,Taif,Bus,SAPTCO,Several daily,Direct,6-7,20-40,"Standard: $20-$30, VIP: $40",Highland route
Saudi Arabia,Riyadh,Turaif,Bus,SAPTCO,Daily,Direct,12-14,35-70,"Standard: $35-$50, VIP: $70",Far northwest
Saudi Arabia,Riyadh,Wadi Al Dawasir,Bus,SAPTCO,Daily,Direct,6-7,20-40,"Standard: $20-$30, VIP: $40",Southern interior
Spain,Barcelona,Alicante,Bus,ALSA,Daily,Direct,7-8,25-60,"Standard: $25-$40, Supra: $60",Mediterranean route
Spain,Barcelona,Alicante,Flight,Vueling,Daily,Direct,1,40-100,"Economy: $40-$70, Business: $100",Mediterranean hop
Spain,Barcelona,Bilbao,Bus,ALSA,Daily,Direct,8-10,25-60,"Standard: $25-$40, Supra: $60",Northern journey
Spain,Barcelona,Bilbao,Flight,Vueling,Daily,Direct,1.5,40-100,"Economy: $40-$70, Business: $100",Basque hop
Spain,Barcelona,Cordoba,Bus,ALSA,Daily,Direct,12-14,35-70,"Standard: $35-$50, Supra: $70",Andalusia journey
Spain,Barcelona,Cordoba,Flight,Iberia,Daily,Direct,1.5,50-120,"Economy: $50-$80, Business: $120",Andalusia hop
Spain,Barcelona,Granada,Bus,ALSA,Daily,Direct,12-14,35-70,"Standard: $35-$50, Supra: $70",Southern journey
Spain,Barcelona,Granada,Flight,Iberia,Daily,Direct,1.5,50-120,"Economy: $50-$80, Business: $120",Andalusia hop
Spain,Barcelona,Leon,Flight,Iberia,Daily,Direct,2,50-120,"Economy: $50-$80, Business: $120",Castile hop
Spain,Barcelona,Madrid,Bus,ALSA,Several daily,Direct,7-8,20-50,"Standard: $20-$35, Supra: $50",Overnight option available
Spain,Barcelona,Malaga,Bus,ALSA,Daily,Direct,14-16,40-80,"Standard: $40-$60, Supra: $80",Long coastal route
Spain,Barcelona,Malaga,Flight,Iberia,Daily,Direct,12-31,50-120,"Economy: $50-$80, Business: $120",Southern hop
Spain,Barcelona,Oviedo,Flight,Vueling,Daily,Direct,1-1,50-120,"Economy: $50-$80, Business: $120",Asturias hop
Spain,Barcelona,Pamplona,Bus,ALSA,Daily,Direct,6-7,20-50,"Standard: $20-$35, Supra: $50",Navarra journey
Spain,Barcelona,Pamplona,Flight,Iberia,Daily,Direct,1.5,50-120,"Economy: $50-$80, Business: $120",Navarra hop
Spain,Barcelona,Salamanca,Bus,ALSA,Daily,Direct,10-12,30-65,"Standard: $30-$45, Supra: $65",University route
Spain,Barcelona,San Sebastian,Bus,ALSA,Daily,Direct,7-9,25-60,"Standard: $25-$40, Supra: $60",Basque journey
Spain,Barcelona,San Sebastian,Flight,Vueling,Daily,Direct,12-31,40-100,"Economy: $40-$70, Business: $100",Basque hop
Spain,Barcelona,Santiago de Compostela,Bus,ALSA,Daily,Direct,16-18,50-90,"Standard: $50-$70, Supra: $90",Pilgrimage long route
Spain,Barcelona,Santiago de Compostela,Flight,Vueling,Daily,Direct,2,50-120,"Economy: $50-$80, Business: $120",Pilgrimage hop
Spain,Barcelona,Seville,Bus,ALSA,Daily,Direct,14-16,40-80,"Standard: $40-$60, Supra: $80",Long southern route
Spain,Barcelona,Seville,Flight,Vueling,Daily,Direct,1.5,40-100,"Economy: $40-$70, Business: $100",Coastal hop
Spain,Barcelona,Tarragona,Train,Renfe,Multiple daily,Direct,1-1.5,20-50,"Standard: $20-$35, First-class: $50",Catalonia coast
Spain,Barcelona,Valencia,Bus,ALSA,Several daily,Direct,4-5,15-40,"Standard: $15-$25, Supra: $40",Coastal bus
Spain,Barcelona,Valencia,Train,Renfe,Several daily,Direct,3-4,30-80,"Standard: $30-$50, First-class: $80",Coastal route
Spain,Barcelona,Vigo,Flight,Iberia,Daily,Direct,2,50-120,"Economy: $50-$80, Business: $120",Galicia hop
Spain,Barcelona,Zaragoza,Bus,ALSA,Several daily,Direct,3-4,15-40,"Standard: $15-$25, Supra: $40",Aragon bus
Spain,Barcelona,Zaragoza,Flight,Vueling,Daily,Direct,1,40-100,"Economy: $40-$70, Business: $100",Aragon hop
Spain,Barcelona,Zaragoza,Train,Renfe AVE,Multiple daily,Direct,1.5-2,30-80,"Standard: $30-$50, Preferente: $80",Aragon connection
Spain,Madrid,A Coruna,Train,Renfe,Several daily,Direct,6-7,50-110,"Standard: $50-$80, First-class: $110",Galicia coast
Spain,Madrid,Albacete,Train,Renfe AVE,Multiple daily,Direct,1.5-2,30-80,"Standard: $30-$50, Preferente: $80",La Mancha link
Spain,Madrid,Alcala de Henares,Train,Renfe Cercanias,Multiple daily,Direct,0.5,5-15,"Standard: $5-$10, First-class: $15",Commuter line
Spain,Madrid,Algeciras,Train,Renfe,Several daily,Via Cordoba,5-6,50-110,"Standard: $50-$80, First-class: $110",Gibraltar gateway
Spain,Madrid,Alicante,Train,Renfe AVE,Multiple daily,Direct,2-2.5,40-100,"Standard: $40-$70, Preferente: $100",Mediterranean coast
Spain,Madrid,Almeria,Train,Renfe,Several daily,Direct,5-6,40-90,"Standard: $40-$60, First-class: $90",Southeast coast
Spain,Madrid,Antequera,Train,Renfe AVE,Multiple daily,Direct,2.5-3,50-120,"Standard: $50-$80, Preferente: $120",Andalusia hub
Spain,Madrid,Avila,Train,Renfe,Multiple daily,Direct,1-1.5,15-40,"Standard: $15-$25, First-class: $40",Walled city
Spain,Madrid,Badajoz,Train,Renfe,Several daily,Direct,4-5,35-85,"Standard: $35-$55, First-class: $85",Extremadura link
Spain,Madrid,Barcelona,Train,Renfe AVE,Multiple daily,Direct,2.5-3,50-120,"Standard: $50-$80, Preferente: $120",High-speed rail
Spain,Madrid,Bilbao,Train,Renfe,Several daily,Direct,5-6,40-90,"Standard: $40-$60, First-class: $90",Northern route
Spain,Madrid,Burgos,Train,Renfe,Several daily,Direct,2-3,30-70,"Standard: $30-$50, First-class: $70",Castile north
Spain,Madrid,Caceres,Train,Renfe,Several daily,Direct,3-4,35-85,"Standard: $35-$55, First-class: $85",Extremadura north
Spain,Madrid,Cadiz,Train,Renfe,Several daily,Via Seville,4-5,50-110,"Standard: $50-$80, First-class: $110",Southern coast
Spain,Madrid,Cartagena,Train,Renfe,Several daily,Direct,4-5,35-85,"Standard: $35-$55, First-class: $85",Murcia coast
Spain,Madrid,Castellon,Train,Renfe,Several daily,Direct,2.5-3,35-85,"Standard: $35-$55, First-class: $85",Valencian coast
Spain,Madrid,Ciudad Real,Train,Renfe AVE,Multiple daily,Direct,1-1.5,20-50,"Standard: $20-$35, Preferente: $50",La Mancha stop
Spain,Madrid,Cordoba,Train,Renfe AVE,Multiple daily,Direct,1.5-2,40-100,"Standard: $40-$70, Preferente: $100",Andalusia stop
Spain,Madrid,Cuenca,Train,Renfe AVE,Multiple daily,Direct,1-1.5,20-50,"Standard: $20-$35, Preferente: $50",Historic link
Spain,Madrid,Elche,Train,Renfe,Several daily,Via Alicante,3-4,35-85,"Standard: $35-$55, First-class: $85",Palm grove
Spain,Madrid,Gijon,Train,Renfe,Several daily,Direct,5-6,40-90,"Standard: $40-$60, First-class: $90",Asturias coast
Spain,Madrid,Girona,Train,Renfe AVE,Multiple daily,Via Barcelona,3-4,50-110,"Standard: $50-$80, Preferente: $110",Catalonia north
Spain,Madrid,Granada,Train,Renfe AVE,Multiple daily,Direct,3-4,50-110,"Standard: $50-$80, Preferente: $110",Scenic south
Spain,Madrid,Guadalajara,Train,Renfe,Multiple daily,Direct,0.5-1,10-25,"Standard: $10-$15, First-class: $25",Short commuter
Spain,Madrid,Huelva,Train,Renfe,Several daily,Direct,3-4,35-85,"Standard: $35-$55, First-class: $85",Southwest coast
Spain,Madrid,Huesca,Train,Renfe AVE,Several daily,Via Zaragoza,3-4,50-110,"Standard: $50-$80, Preferente: $110",Aragon Pyrenees
Spain,Madrid,Jaen,Train,Renfe,Several daily,Direct,4-5,35-85,"Standard: $35-$55, First-class: $85",Olive region
Spain,Madrid,Jerez de la Frontera,Train,Renfe,Several daily,Via Seville,4-5,50-110,"Standard: $50-$80, First-class: $110",Sherry region
Spain,Madrid,Leon,Train,Renfe,Several daily,Direct,2.5-3,30-70,"Standard: $30-$50, First-class: $70",Castile north
Spain,Madrid,Lleida,Train,Renfe AVE,Multiple daily,Direct,2-2.5,40-100,"Standard: $40-$70, Preferente: $100",Catalonia west
Spain,Madrid,Logrono,Train,Renfe,Several daily,Direct,3-4,35-85,"Standard: $35-$55, First-class: $85",La Rioja route
Spain,Madrid,Lugo,Train,Renfe,Several daily,Direct,6-7,50-110,"Standard: $50-$80, First-class: $110",Galicia north
Spain,Madrid,Malaga,Train,Renfe AVE,Multiple daily,Direct,2.5-3,50-120,"Standard: $50-$80, Preferente: $120",Andalusia link
Spain,Madrid,Merida,Train,Renfe,Several daily,Direct,4-5,35-85,"Standard: $35-$55, First-class: $85",Extremadura Roman
Spain,Madrid,Monforte de Lemos,Train,Renfe,Several daily,Direct,5-6,40-90,"Standard: $40-$60, First-class: $90",Galicia rural
Spain,Madrid,Murcia,Train,Renfe,Several daily,Direct,3-4,35-85,"Standard: $35-$55, First-class: $85",Southeast link
Spain,Madrid,Ourense,Train,Renfe,Several daily,Direct,4-5,35-85,"Standard: $35-$55, First-class: $85",Galicia interior
Spain,Madrid,Oviedo,Train,Renfe,Several daily,Direct,5-6,40-90,"Standard: $40-$60, First-class: $90",Asturias route
Spain,Madrid,Palencia,Train,Renfe,Several daily,Direct,2-2.5,30-70,"Standard: $30-$50, First-class: $70",Castile link
Spain,Madrid,Pamplona,Train,Renfe,Several daily,Direct,3-4,35-85,"Standard: $35-$55, First-class: $85",Navarra route
Spain,Madrid,Plasencia,Train,Renfe,Several daily,Direct,3-4,35-85,"Standard: $35-$55, First-class: $85",Extremadura green
Spain,Madrid,Ponferrada,Train,Renfe,Several daily,Direct,4-5,35-85,"Standard: $35-$55, First-class: $85",Bierzo region
Spain,Madrid,Ronda,Train,Renfe,Several daily,Via Malaga,4-5,50-110,"Standard: $50-$80, First-class: $110",Andalusia cliffs
Spain,Madrid,Salamanca,Train,Renfe,Several daily,Direct,2.5-3,30-70,"Standard: $30-$50, First-class: $70",University city
Spain,Madrid,San Sebastian,Train,Renfe,Several daily,Direct,5-6,40-90,"Standard: $40-$60, First-class: $90",Basque coast
Spain,Madrid,Santander,Train,Renfe,Several daily,Direct,4-5,35-85,"Standard: $35-$55, First-class: $85",Cantabria coast
Spain,Madrid,Santiago de Compostela,Train,Renfe,Several daily,Direct,5-6,40-90,"Standard: $40-$60, First-class: $90",Pilgrimage route
Spain,Madrid,Segovia,Train,Renfe AVE,Multiple daily,Direct,0.5-1,10-25,"Standard: $10-$15, Preferente: $25",Historic short trip
Spain,Madrid,Seville,Train,Renfe AVE,Multiple daily,Direct,2.5-3,50-120,"Standard: $50-$80, Preferente: $120",High-speed south
Spain,Madrid,Soria,Train,Renfe,Several daily,Direct,2.5-3,30-70,"Standard: $30-$50, First-class: $70",Castile remote
Spain,Madrid,Talavera de la Reina,Train,Renfe,Several daily,Direct,1.5-2,20-50,"Standard: $20-$35, First-class: $50",Castile west
Spain,Madrid,Tarragona,Train,Renfe AVE,Multiple daily,Direct,2-2.5,40-100,"Standard: $40-$70, Preferente: $100",Catalonia coast
Spain,Madrid,Teruel,Train,Renfe,Several daily,Direct,3-4,35-85,"Standard: $35-$55, First-class: $85",Aragon interior
Spain,Madrid,Toledo,Train,Renfe Avant,Multiple daily,Direct,0.5-1,10-25,"Standard: $10-$15, First-class: $25",Short historic trip
Spain,Madrid,Valencia,Train,Renfe AVE,Multiple daily,Direct,1.5-2,40-100,"Standard: $40-$70, Preferente: $100",High-speed connection
Spain,Madrid,Valladolid,Train,Renfe AVE,Multiple daily,Direct,1-1.5,30-80,"Standard: $30-$50, Preferente: $80",Castile link
Spain,Madrid,Vigo,Train,Renfe,Several daily,Direct,5-6,40-90,"Standard: $40-$60, First-class: $90",Galicia route
Spain,Madrid,Vitoria-Gasteiz,Train,Renfe,Several daily,Direct,4-5,35-85,"Standard: $35-$55, First-class: $85",Basque interior
Spain,Madrid,Zamora,Train,Renfe,Several daily,Direct,2.5-3,30-70,"Standard: $30-$50, First-class: $70",Castile west
Spain,Madrid,Zaragoza,Train,Renfe AVE,Multiple daily,Direct,1.5-2,30-80,"Standard: $30-$50, Preferente: $80",Northeast link
Tunisia,Bizerte,Tabarka,Bus,SRT,Daily,Direct,2-3,8-15,"Standard: $8-$12, Deluxe: $15",Coastal northwest
Tunisia,Djerba,Gabès,Bus,SRT,Daily,Direct,1-2,5-15,"Standard: $5-$10, Deluxe: $15",Reverse southern
Tunisia,Djerba,Houmt Souk,Taxi,Private Taxi,On demand,Direct,12-30,5-10,Negotiable per trip,Island hub
Tunisia,Djerba,Medenine,Louage,Local Operators,Frequent,Direct,1-1.5,5-10,"Per seat, cash only",Southern link
Tunisia,Djerba,Tataouine,Bus,SRT,Daily,Direct,2-3,8-15,"Standard: $8-$12, Deluxe: $15",Southern desert
Tunisia,Djerba,Zarzis,Taxi,Private Taxi,On demand,Direct,0.5-1,5-15,Negotiable per trip,Short island transfer
Tunisia,Gabès,Djerba,Louage,Local Operators,Frequent,Direct,1-2,5-10,"Per seat, cash only",Island access
Tunisia,Gabès,Kairouan,Bus,SRT,Daily,Direct,4-5,15-25,"Standard: $15-$20, Deluxe: $25",Central route
Tunisia,Gabès,Matmata,Louage,Local Operators,Frequent,Direct,1-2,5-10,"Per seat, cash only",Berber village route
Tunisia,Gabès,Tozeur,Bus,SRT,Daily,Direct,4-5,15-25,"Standard: $15-$20, Deluxe: $25",Desert crossing
Tunisia,Hammamet,Nabeul,Louage,Local Operators,Frequent,Direct,0.5-1,2-5,"Per seat, cash only",Short regional trip
Tunisia,Hammamet,Sousse,Louage,Local Operators,Frequent,Direct,1-1.5,5-10,"Per seat, cash only",Tourist hub link
Tunisia,Monastir,Kasserine,Bus,SRT,Daily,Direct,4-5,15-25,"Standard: $15-$20, Deluxe: $25",Interior link
Tunisia,Monastir,Mahdia,Louage,Local Operators,Frequent,Direct,0.5-1,3-7,"Per seat, cash only",Coastal short trip
Tunisia,Monastir,Sousse,Louage,Local Operators,Frequent,Direct,0.5-1,3-7,"Per seat, cash only",Departs when full
Tunisia,Monastir,Tunis,Train,SNCFT,Multiple daily,Via Sousse,2-3,8-20,"Standard: $8-$15, First-class: $20",Reverse route
Tunisia,Sfax,Djerba,Bus,SRT,Daily,Direct,3-4,10-20,"Standard: $10-$15, Deluxe: $20",Southern coastal link
Tunisia,Sfax,Douz,Bus,SRT,Daily,Direct,4-5,15-25,"Standard: $15-$20, Deluxe: $25",Sahara gateway
Tunisia,Sfax,El Jem,Bus,SRT,Several daily,Direct,1-2,5-10,"Standard: $5-$8, Deluxe: $10",Roman ruins
Tunisia,Sfax,Gabès,Train,SNCFT,Several daily,Direct,2-3,5-15,"Standard: $5-$10, First-class: $15",Southern route
Tunisia,Sfax,Gafsa,Bus,SRT,Daily,Direct,4-5,10-20,"Standard: $10-$15, Deluxe: $20",Interior route
Tunisia,Sfax,Hammamet,Bus,SRT,Daily,Via Sousse,4-5,15-25,"Standard: $15-$20, Deluxe: $25",Coastal link
Tunisia,Sfax,Jendouba,Bus,SRT,Daily,Direct,6-7,15-30,"Standard: $15-$20, Deluxe: $30",Northwest route
Tunisia,Sfax,Kairouan,Bus,SRT,Daily,Direct,3-4,10-20,"Standard: $10-$15, Deluxe: $20",Central connection
Tunisia,Sfax,Kasserine,Bus,SRT,Daily,Direct,5-6,15-25,"Standard: $15-$20, Deluxe: $25",Interior west
Tunisia,Sfax,Le Kef,Bus,SRT,Daily,Direct,6-7,15-30,"Standard: $15-$20, Deluxe: $30",Northwest link
Tunisia,Sfax,Mahdia,Bus,SRT,Daily,Direct,2-3,8-15,"Standard: $8-$12, Deluxe: $15",Coastal route
Tunisia,Sfax,Tataouine,Bus,SRT,Daily,Direct,4-5,15-25,"Standard: $15-$20, Deluxe: $25",Desert south
Tunisia,Sfax,Tozeur,Bus,SRT,Daily,Direct,5-6,15-25,"Standard: $15-$20, Deluxe: $25",Desert route
Tunisia,Sfax,Tunis,Bus,SRT,Several daily,Direct,4-5,10-20,"Standard: $10-$15, Deluxe: $20",Major intercity link
Tunisia,Sfax,Zarzis,Bus,SRT,Daily,Direct,3-4,10-20,"Standard: $10-$15, Deluxe: $20",Southern coast
Tunisia,Sousse,El Jem,Train,SNCFT,Several daily,Direct,1-2,5-12,"Standard: $5-$8, First-class: $12",Roman ruins trip
Tunisia,Sousse,Hammamet,Bus,SRT,Several daily,Direct,1-1.5,5-10,"Standard: $5-$8, Deluxe: $10",Tourist coast
Tunisia,Sousse,Kairouan,Bus,SRT,Several daily,Direct,1.5-2,5-12,"Standard: $5-$8, Deluxe: $12",Religious site route
Tunisia,Sousse,Kairouan,Louage,Local Operators,Frequent,Direct,1.5-2,5-12,"Per seat, cash only",Religious hub
Tunisia,Sousse,Mahdia,Bus,SRT,Several daily,Direct,1-2,5-10,"Standard: $5-$8, Deluxe: $10",Coastal connection
Tunisia,Sousse,Monastir,Bus,SRT,Several daily,Direct,0.5-1,2-5,"Standard: $2-$4, Deluxe: $5",Frequent service
Tunisia,Sousse,Nabeul,Bus,SRT,Several daily,Direct,1-2,5-10,"Standard: $5-$8, Deluxe: $10",Coastal Cap Bon
Tunisia,Sousse,Tabarka,Bus,SRT,Daily,Via Tunis,6-7,15-30,"Standard: $15-$20, Deluxe: $30",Northern coast
Tunisia,Sousse,Tunis,Train,SNCFT,Multiple daily,Direct,1.5-2,5-15,"Standard: $5-$10, First-class: $15",Reverse coastal route
Tunisia,Sousse,Zarzis,Bus,SRT,Daily,Via Sfax,5-6,15-30,"Standard: $15-$20, Deluxe: $30",Southern coast
Tunisia,Tunis,Ain Draham,Bus,SRT,Daily,Via Jendouba,4-5,10-25,"Standard: $10-$15, Deluxe: $25",Mountain forest
Tunisia,Tunis,Ariana,Metro,TRANSTU,Frequent,Direct,12-30,1-3,Standard fare,Urban light rail
Tunisia,Tunis,Beja,Train,SNCFT,Several daily,Direct,2-3,5-15,"Standard: $5-$10, First-class: $15",Northern interior
Tunisia,Tunis,Béja,Bus,SRT,Several daily,Direct,2-3,5-15,"Standard: $5-$10, Deluxe: $15",Fertile north
Tunisia,Tunis,Bizerte,Bus,SRT,Multiple daily,Direct,1.5-2,5-10,"Standard: $5-$8, Deluxe: $10",Northern coastal route
Tunisia,Tunis,Bulla Regia,Bus,SRT,Daily,Via Jendouba,3-4,10-20,"Standard: $10-$15, Deluxe: $20",Roman ruins
Tunisia,Tunis,Carthage,Metro,TRANSTU,Frequent,Direct,12-30,1-3,Standard fare,Historical site link
Tunisia,Tunis,Chebika,Bus,SRT,Daily,Via Tozeur,8-9,20-35,"Standard: $20-$25, Deluxe: $35",Oasis village
Tunisia,Tunis,Djerba,Flight,Tunisair Express,Daily,Direct,1,30-80,"Economy: $30-$60, Business: $80",Seasonal availability
Tunisia,Tunis,Douz,Bus,SRT,Daily,Via Gabès,7-8,15-30,"Standard: $15-$20, Deluxe: $30",Gateway to Sahara
Tunisia,Tunis,El Haouaria,Bus,SRT,Daily,Direct,2-3,8-15,"Standard: $8-$12, Deluxe: $15",Cap Bon tip
